cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,webaddr,numemp,asset,chbal,chbali,sc,frepo,lnlsnet,lnatres,trade,bkprem,ore,intan,idoa,liabeq,liab,dep,depi,depdom,iddepinr,frepp,tradel,idobrmtg,subnd,idoliab,eqtot,eq,eqpp,eqcs,eqsur,equptot,eqconsub,nclnls,NCGTYPAR,oaienc,ernast,asstlt,asset5,asset2,RWAJT,AVASSETJ,OALIFINS,OALIFGEN,OALIFSEP,Oalifhyb,voliab,lnexamt,othbfhlb,lnlssale,ucln,RBCT1J,RBCT2,uc,obsdir
"17621","0","188739","2937182","Basile State Bank","Basile","LA","70515","3/31/2018","5/14/2018","NM","3031 Stagg Ave","BASILE BANCSHARES, INC.","2","0","0","6","1","Evangeline","","","7/2/1956","7/2/1956","11/15/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","www.basilebank.com","17","53881","4516","996","1030","4350","41968","537","0","974","266","0","777","53881","47667","47524","32125","47524","92.6924128071983","0","0","0","0","143","6214","6214","0","90","2510","3614","0","675","0","287","48344","8007","52619.5","52619.5","36311","51806","0","0","0","0","2610","29","0","0","4453","6205","454","4453","0"
"17749","10960","433505","0","Bath Savings Institution","Bath","ME","4530","3/31/2018","5/14/2018","SB","105 Front Street","","13","0","0","4","0","Sagadahoc","38860","Portland-South Portland, ME","4/19/1852","4/18/1957","5/3/2012","Non-Stock","0","1","FDIC","DIF","New York","NEW YORK","Concord","Boston","Northeastern","Northeast","0","1","www.bathsavings.com","180","880595","42715","34812","196383","0","600005","6934","0","14756","0","1203","25533","880595","767510","703272","583654","703272","77.1066606948621","9930","0","46511","0","7797","113085","113085","0","0","4979","108106","0","1481","0","2943","831200","310145","878545.5","878545.5","610153","860801","8277","8277","0","0","48252","3997","45670","249","142635","110390","13182","142635","3433"
"16330","12275","986757","2249399","Battle Creek State Bank","Battle Creek","NE","68715","3/31/2018","5/14/2018","SM","202 W Main St","BATTLE CREEK STATE COMPANY, INC.","1","0","0","4","0","Madison","","","9/1/1943","10/24/1945","3/31/2006","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Sioux City","Kansas City","Western","West","0","1","http://www.battlecreekstatebank.com","6","32680","1156","52","1578","5200","24162","384","0","190","0","0","394","32680","28198","27559","21641","27559","91.637049394357","0","0","400","0","239","4482","4482","0","192","3187","1103","0","0","0","108","30992","5377","32807","32807","26350","33781","0","0","0","0","1251","104","400","0","2281","4482","330","2281","0"
"34052","0","2329200","2340867","Bay Bank","Green Bay","WI","54313","3/31/2018","5/14/2018","NM","2555 Packerland Drive","BAY BANCORPORATION, INC.","2","0","0","4","0","Brown","24580","Green Bay, WI","8/21/1995","8/21/1995","1/8/2014","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Appleton","Chicago","Central","Central","0","1","www.baybankgb.com","28","89675","14127","10614","12395","971","56243","1652","0","412","315","671","4541","89674","76928","70392","52204","70392","63.5007381330911","0","0","5700","0","836","12746","12746","0","2050","2050","8646","0","632","0","291","80223","10569","88548.5","88548.5","59724","88662","3287","3287","0","0","9046","513","5700","0","9106","12769","757","9106","0"
"59004","18140","4155841","2453084","Bay Bank, FSB","Columbia","MD","21046","3/31/2018","5/14/2018","SA","7151 Columbia Gateway Drive,","H BANCORP LLC","12","0","0","4","0","Howard","12580","Baltimore-Columbia-Towson, MD","7/9/2010","7/9/2010","4/13/2018","Stock","0","0","OCC","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","0","WWW.BAYBANKMD.COM","116","656362","24555","18812","53886","587","545405","4391","0","3134","1041","2067","25687","656362","584317","548050","419368","548050","78.2684535593406","0","0","32800","0","3467","72045","72045","0","2400","47697","21948","0","9457","0","2164","618690","313078","657535","657535","580155","658301","16319","13049","0","3270","46448","13429","32800","0","140343","69944","4391","140343","0"
"15585","14349","961446","2389978","Bay Port State Bank","Bay Port","MI","48720","3/31/2018","5/14/2018","NM","9840 Main Street","BAY PORT FINANCIAL CORPORATION","3","0","0","2","0","Huron","","","3/1/1938","3/3/1938","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","0","1","www.bayportstatebank.com","30","95249","4301","1657","97","3284","84737","1097","0","1322","0","0","1508","95249","87926","87459","65590","87459","92.4319019525054","0","0","0","0","467","7323","7323","0","550","5438","1335","0","323","0","1005","89775","3213","96561","96561","72506","94755","0","0","0","0","1847","4950","0","0","8133","7323","909","8133","0"
"90311","7995","963002","3535437","Bay State Savings Bank","Worcester","MA","1608","3/31/2018","5/14/2018","SB","28 Franklin Street","1895 MHC","8","0","0","5","0","Worcester","49340","Worcester, MA-CT","3/9/1895","11/20/1985","8/1/2011","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Springfield Ma","Boston","Northeastern","Northeast","0","1","baystatesavingsbank.com","68","406433","8111","4107","25559","879","351091","4611","0","4018","0","405","16370","406433","369460","313303","259584","313303","83.2036560690874","0","0","52151","0","4006","36973","36973","0","0","36105","868","0","3428","0","1082","381636","219799","401701.5","401701.5","309826","402844","8295","6038","1098","1159","57273","3850","52151","223","81438","35684","4584","81438","0"
"32527","8386","242976","0","Bay-Vanguard Federal Savings Bank","Baltimore","MD","21219","3/31/2018","5/14/2018","SA","7114 North Point Road","","4","0","0","6","0","Baltimore","12580","Baltimore-Columbia-Towson, MD","9/1/1873","3/26/1987","7/27/2016","Non-Stock","0","0","OCC","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","1","www.bayvanguard.com","37","167454","13724","11188","19829","0","120210","1849","0","4137","640","144","8770","167454","146881","141677","121997","141677","91.4205066685484","0","0","3198","0","2006","20573","20573","0","0","7101","13472","0","234","0","437","151227","105575","167813.5","167813.5","102100","165947","5100","4045","0","1055","7297","561","3015","0","7991","20361","1283","7991","0"
"1092","9679","242958","2533070","Baybank","Gladstone","MI","49837","3/31/2018","5/14/2018","NM","104 South Tenth Street","BAYBANK CORPORATION","3","0","0","4","0","Delta","","","7/1/1912","1/1/1934","1/29/2018","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Appleton","Minneapolis","Central","Central","0","1","http://baybank.us","30","94302","2331","1411","21008","1500","64883","681","0","2460","667","24","1429","94302","85767","81309","65165","81309","82.2181518679238","0","0","3500","0","958","8535","8535","0","1000","6000","1535","0","487","77","398","88802","33243","92875.5","92875.5","73936","93693","548","548","0","0","2760","1841","3500","0","4891","8822","681","4891","0"
"90196","13133","771609","2623430","BayCoast Bank","Swansea","MA","2777","3/31/2018","5/14/2018","SB","1 Baycoast Place","NARRAGANSETT FINANCIAL CORP","19","0","1","4","0","Bristol","39300","Providence-Warwick, RI-MA","11/15/1851","6/18/1985","3/30/2016","Stock","0","1","FDIC","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","1","www.baycoastbank.com","387","1531472","21461","739","192230","0","1206932","7969","0","31189","32","23052","56576","1531472","1376171","1132515","921256","1132515","73.420389701602","0","0","216996","0","26660","155301","155013","0","1178","81788","72047","288","5320","0","4064","1399901","861119","1495047","1495047","1242953","1461261","25263","25263","0","0","150079","1892","216996","52766","297629","137617","11131","297629","113128"
"35541","0","2954059","3170539","BCB Community Bank","Bayonne","NJ","7002","3/31/2018","5/14/2018","NM","860 Broadway","BCB BANCORP, INC.","23","0","1","4","0","Hudson","35620","New York-Newark-Jersey City, NY-NJ-PA","11/1/2000","11/1/2000","4/16/2018","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","www.bcb.bank","326","2081097","137351","124052","127324","0","1764804","18337","0","18295","1412","2640","29271","2081097","1901256","1692007","1480102","1692007","82.0082609432691","0","0","200000","0","9249","179841","179841","0","7000","161646","11195","0","10491","0","6052","2016180","1540979","2011563.5","2011563.5","1626381","2016014","0","0","0","0","212138","19203","200000","208","298860","184821","18337","298860","0"
"20215","0","829032","1141115","BCBank, Inc.","Philippi","WV","26416","3/31/2018","5/14/2018","NM","107 Pike Street","APPALACHIAN FINANCIAL CORPORATION","3","0","0","4","0","Barbour","","","6/27/1970","6/29/1970","11/5/2015","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Scott Depot","Richmond","Northeastern","Northeast","0","1","https://www.bcbankinc.com/","32","126010","5236","3828","21589","0","87062","997","0","4953","1748","0","5422","126010","114038","105452","84281","105452","86.9878078841085","0","0","7500","0","1086","11972","11972","0","320","1000","10652","0","224","0","356","112479","78493","124560","124560","86904","124838","3141","2246","0","895","10622","1144","7500","0","5598","13212","997","5598","0"
"57131","0","3022076","3274996","Beach Community Bank","Fort Walton Beac","FL","32548","3/31/2018","5/14/2018","NM","17 Southeast Eglin Parkway","BEACH COMMUNITY BANCSHARES, INC.","11","0","0","4","0","Okaloosa","18880","Crestview-Fort Walton Beach-Destin, FL","4/27/2001","4/27/2001","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Pensacola","Atlanta","Southern","Southeast","0","1","WWW.BEACHCOMMUNITYBANK.COM","110","475518","7464","5531","38894","0","313267","2705","0","15697","91401","414","8381","475518","462565","411574","369055","411574","93.3225040969545","0","0","49086","0","1905","12953","12953","0","6915","38023","-31985","0","64497","0","1598","357692","38514","485766","485766","413696","485065","0","0","0","0","80026","3415","44450","2955","23653","12937","2705","23653","6901"
"25644","12481","403067","1031515","BEACON BUSINESS BANK, NATIONAL ASSOCIATION","San Francisco","CA","94108","3/31/2018","5/14/2018","N","88 Kearny St., Suite 1750","TRANS PACIFIC BANCORP","3","0","0","4","1","San Francisco","41860","San Francisco-Oakland-Hayward, CA","8/21/1984","8/21/1984","3/26/2018","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","1","https://beaconbusinessbank.com","29","127736","13041","11005","9687","1000","100953","2719","0","570","0","740","1745","127736","110334","109188","69992","109188","56.9528482374157","0","0","0","0","1146","17402","17402","0","2675","13644","1083","0","764","0","441","122645","40090","130139.5","130139.5","96515","129050","0","0","0","0","8541","757","0","0","15527","16202","1226","15527","0"
"59106","0","5136959","0","Beacon Community Bank","Charleston","SC","29403","3/31/2018","5/14/2018","NM","578 E. Bay Street, Suite C","","1","0","0","7","0","Charleston","16700","Charleston-North Charleston, SC","1/8/2018","1/8/2018","1/8/2018","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","","17","36467","33964","33116","0","0","550","7","0","659","0","0","1294","36467","7942","6815","6700","6815","96.5962441314554","0","0","0","0","1127","28525","28525","0","30064","0","-1539","0","0","0","117","33666","400","36467","36467","8304","28415","0","0","0","0","0","0","0","0","0","28525","7","0","0"
"57833","0","3284397","0","Beal Bank USA","Las Vegas","NV","89134","3/31/2018","5/14/2018","NM","1970 Village Ctr Circle, Ste","","23","0","1","4","1","Clark","29820","Las Vegas-Henderson-Paradise, NV","8/2/2004","8/2/2004","3/9/2018","Stock","0","0","FDIC","DIF","San Francisco","DALLAS","Phoenix","San Francisco","Western","West","0","0","www.bealbankUSA.com","132","5755132","276633","213138","808042","0","3670976","122480","0","1073","54478","0","943930","5755132","3626361","2957007","2942004","2957007","74.760938841977","0","0","643893","0","25461","2128771","2128771","0","1","1836673","292097","0","777481","0","19448","4692156","929594","5676071","5676071","5465497","5388286","0","0","0","0","491263","0","280000","0","373641","1962201","68987","373641","3500000"
"32574","18092","1176881","0","Beal Bank, SSB","Plano","TX","75024","3/31/2018","5/14/2018","SB","6000 Legacy Drive","","19","0","1","5","1","Collin","19100","Dallas-Fort Worth-Arlington, TX","3/10/1988","3/10/1988","10/14/2011","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","0","www.bealbank.com","251","1968261","140069","138958","250391","0","1274731","14467","0","49876","22414","0","230780","1968261","1319485","1052707","959692","1052707","66.3459062349477","0","0","151880","0","114898","648776","648776","0","2400","504535","141841","0","340375","0","3347","1664080","721287","1928723","1928723","1243319","1920535","0","0","0","0","16717","0","0","0","1084","617115","14467","1084","1500000"
"3857","10815","324649","4297853","Bear State Bank","Little Rock","AR","72223","3/31/2018","5/14/2018","SM","5315 Highland Drive","BEAR STATE FINANCIAL HOLDINGS, LLC","44","0","1","4","0","Pulaski","30780","Little Rock-North Little Rock-Conway, AR","12/6/1897","1/1/1934","4/20/2018","Stock","0","0","FED","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Western","0","1","www.bearstatebank.com","381","2119679","67905","38764","229140","0","1619758","19105","0","51230","2071","49272","100303","2119679","1853212","1430124","1213340","1430124","85.4370717382184","19575","0","394532","0","8981","266467","266467","0","0","253975","12492","0","16972","0","7092","1887662","584559","2139989","2139989","1762209","2097735","57729","57729","0","0","467992","3565","394532","4264","190935","219823","19105","190935","4249"
"30043","4618","835378","0","Beardstown Savings s.b.","Beardstown","IL","62618","3/31/2018","5/14/2018","SB","301 State Street","","2","0","0","5","0","Cass","","","1/1/1911","5/23/1949","5/2/2011","Non-Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","www.beardstownsavings.com","10","51886","4022","2457","10535","0","34777","342","0","854","176","0","1522","51886","46379","41167","39712","41167","94.0080637326338","0","0","4800","0","412","5507","5507","0","0","0","5507","0","856","0","238","47769","34934","50759","50759","29436","50977","876","876","0","0","1050","426","4800","0","1909","5583","342","1909","0"
"58199","0","3425725","3917855","Beartooth Bank","Billings","MT","59106","3/31/2018","5/14/2018","NM","4130 King Avenue West","BEARTOOTH FINANCIAL CORPORATION","1","0","0","4","0","Yellowstone","13740","Billings, MT","4/24/2006","4/24/2006","3/2/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","0","1","www.beartoothbank.com","8","47921","764","147","34","4132","37813","774","0","2103","1837","0","1238","47921","40589","40355","36874","40355","88.2466233734166","0","0","0","0","234","7332","7332","0","11","8902","-1581","0","0","0","136","42126","1476","48458","48458","41530","47635","0","0","0","0","3283","2034","0","0","2004","6612","522","2004","0"
"30339","5195","123374","0","Beauregard FSB","Deridder","LA","70634","3/31/2018","5/14/2018","SA","122 Jefferson Avenue","","2","0","0","6","1","Beauregard","","","6/23/1948","6/23/1948","7/21/2011","Stock","0","0","OCC","DIF","Dallas","DALLAS","Shreveport","Atlanta","Southern","Western","0","1","www.beauregardfsb.com","12","62818","8608","7761","9341","0","43096","852","0","374","818","0","581","62818","51745","51505","42793","51505","80.0291120815138","0","0","0","0","240","11073","11073","0","114","52","10907","0","886","0","332","60198","34926","64177.5","64177.5","35850","62973","170","170","0","0","3664","1346","0","0","1708","11073","453","1708","0"
"29024","2781","946274","0","Bedford Federal Savings Bank","Bedford","IN","47421","3/31/2018","5/14/2018","SB","1030 15th Street","","2","0","0","5","0","Lawrence","","","7/1/1934","10/25/1934","4/15/2014","Non-Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Indianapolis","St. louis","Central","Central","0","1","www.bedfed.com","30","118218","11053","10162","4","0","97692","984","0","3726","161","641","4941","118218","104100","103764","85516","103764","83.7845130824459","0","0","0","0","336","14118","14118","0","0","0","14118","0","1129","0","338","107858","27519","118414.5","118414.5","85423","117223","3339","3339","0","0","9412","2144","0","466","9637","14118","984","9637","0"
"11355","11482","696047","2513214","Bedford Loan & Deposit Bank","Bedford","KY","40006","3/31/2018","5/14/2018","NM","45 Highway 42 East","BEDFORD LOAN AND DEPOSIT BANCORP, INC.","3","0","0","8","0","Trimble","31140","Louisville-Jefferson County, KY-IN","11/2/1891","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Elizabethtown","St. louis","Central","Southeast","0","1","www.bedfordbank.com","30","94205","2425","62","35209","2376","50002","895","0","1878","0","0","2315","94205","82177","76183","58206","76183","89.4306596160659","0","0","5769","0","225","12028","12028","0","60","690","11278","0","1457","678","481","87649","59231","94114","94114","51256","93092","1090","1090","0","0","2429","2","5769","0","3292","12302","644","3292","0"
"12208","12667","761244","1136988","Belgrade State Bank","Belgrade","MO","63622","3/31/2018","5/14/2018","SM","401 Main Street","TURNER BANCSHARES, INC.","6","0","0","4","0","Washington","","","6/19/1906","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","belgradestatebank.com","89","258863","22258","12309","17212","0","201765","1588","0","8880","1892","0","6856","258864","235745","234354","196710","234354","83.9718743470678","0","0","0","0","1391","23119","23119","0","120","6980","16019","0","1505","0","1054","231286","108536","255581.5","255581.5","172183","255370","4328","4328","0","0","26085","3433","0","0","13178","23535","1588","13178","0"
"19581","0","929352","1417333","Bell Bank","Fargo","ND","58103","3/31/2018","5/14/2018","NM","3100 13th Avenue, South","STATE BANKSHARES, INC.","20","0","1","4","0","Cass","22020","Fargo, ND-MN","5/6/1966","5/6/1966","8/21/2016","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","http://www.bellbanks.com","1068","4929519","290508","249083","83720","0","4418516","47127","0","42894","1367","27636","64878","4929519","4476294","4392726","3458458","4392726","88.0095863235603","12416","0","36124","0","35028","453225","453225","0","600","121839","330786","0","1988","87","20873","4751319","1545861","4846380.5","4846380.5","4345577","4815329","0","0","0","0","60037","106427","36124","81866","1066772","442796","47127","1066772","544443"
"14415","0","178244","2307310","Bellevue State Bank","Bellevue","IA","52031","3/31/2018","5/14/2018","NM","200 South 2nd Street","BELLEVUE STATE BANK EMPLOYEE STOCK OWNERSHIP PLAN","1","0","0","2","1","Jackson","","","1/1/1934","5/31/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","http://www.bellevuestatebank.com","13","107956","4023","1218","6305","716","92848","1110","0","744","0","0","3320","107957","92802","86887","70101","86887","86.1710548958871","0","0","5616","0","299","15155","15155","0","137","1350","13668","0","103","0","740","101087","15109","106890","106890","121338","105536","0","0","0","0","6802","185","3266","0","21690","15315","1110","21690","1640"
"58165","0","3391718","3391727","Belmont Bank & Trust Company","Chicago","IL","60634","3/31/2018","5/14/2018","NM","8250 West Belmont Avenue","BELMONT FINANCIAL GROUP, INC.","2","0","0","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","6/14/2006","6/14/2006","1/2/2008","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.belmontbank.com","28","417396","25884","17487","83436","0","300562","3885","0","3666","464","0","3384","417396","375344","373800","314390","373800","59.0683824197679","0","0","0","0","1544","42052","42052","0","1200","17988","22864","0","3494","0","1581","401485","98571","410880","410880","314736","410744","0","0","0","0","90353","6130","0","0","33295","42983","3885","33295","0"
"28035","773","919773","0","Belmont Federal Savings and Loan Association","Belmont","NC","28012","3/31/2018","5/14/2018","SA","210 Park Street","","1","0","0","5","0","Gaston","16740","Charlotte-Concord-Gastonia, NC-SC","1/1/1915","12/4/1940","7/2/2015","Non-Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Charlotte","Richmond","Northeastern","Southeast","0","1","www.belmontfederal.com","11","93893","15571","13580","9059","0","65183","263","0","3146","0","0","934","93893","75362","75072","73557","75072","83.5424658994032","0","0","0","0","290","18531","18531","0","0","0","18531","0","281","0","227","87822","67540","94067","94067","45376","93823","0","0","0","0","17258","309","0","0","5937","18531","263","5937","0"
"23901","11885","348207","3929791","Belmont Savings Bank","Belmont","MA","2478","3/31/2018","5/14/2018","SB","2 Leonard Street","BSB BANCORP INC.","7","0","0","4","0","Middlesex","14460","Boston-Cambridge-Newton, MA-NH","1/1/1885","7/12/1982","10/1/2009","Stock","0","0","FDIC","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","0","1","www.belmontsavings.com","131","2747913","109535","98693","167584","0","2379019","16584","2795","2203","0","1053","85724","2747913","2568817","1883325","1661729","1883325","51.155288575344","3738","0","666195","0","15559","179096","179096","0","1","131227","47868","0","1351","0","6086","2648091","1566560","2712262","2712262","1741749","2695499","37235","37235","0","0","455010","833","662250","0","495561","179173","16620","495561","100000"
"28348","1411","72678","0","Belmont Savings Bank","Bellaire","OH","43906","3/31/2018","5/14/2018","NM","3301 Guernsey Street","","4","0","0","5","0","Belmont","48540","Wheeling, WV-OH","1/1/1886","10/29/1935","1/1/2018","Non-Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","www.Belmont-Savings.com","56","400892","7605","4031","310076","0","73545","1780","0","1518","171","0","7977","400892","337726","298473","293588","298473","90.9856002787475","0","0","38628","0","625","63166","63166","0","0","0","63166","0","1131","0","1257","387652","305114","408232","408232","109364","406903","0","0","0","0","57745","11","38628","0","13551","66387","1400","13551","0"
"15362","0","223751","0","Belt Valley Bank","Belt","MT","59412","3/31/2018","5/14/2018","SM","111 Castner Street","","1","0","0","2","0","Cascade","24500","Great Falls, MT","3/14/1936","3/14/1936","3/31/2006","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","0","1","www.beltvalleybank.com","14","59032","626","0","7623","395","49418","627","0","55","180","0","735","59032","50384","48405","39756","48405","97.0157576258235","0","0","1702","0","277","8648","8648","0","400","5100","3148","0","655","0","423","57436","4367","59169","59169","45411","58811","0","0","0","0","2214","889","0","0","6107","8713","568","6107","0"
"28384","15152","462774","0","Ben Franklin Bank of Illinois","Arlington Height","IL","60004","3/31/2018","5/14/2018","SA","830 East Kensington Road","","2","0","0","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/1/1893","1/29/1941","6/25/2014","Non-Stock","0","0","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.benfrankbank.com","26","101544","14333","13375","5626","1307","77353","973","0","975","1304","0","646","101544","91187","86357","79547","86357","96.5272872543684","0","0","4497","0","333","10357","10357","0","0","12843","-2486","0","41","0","237","97661","22788","101355","101355","68235","102951","0","0","0","0","5583","110","4000","0","7182","10495","854","7182","0"
"19215","9671","980960","1133428","Benchmark Bank","Plano","TX","75024","3/31/2018","5/14/2018","NM","5700 Legacy Drive Suite 10","QUINLAN BANCSHARES, INC.","7","0","0","4","1","Collin","19100","Dallas-Fort Worth-Arlington, TX","8/29/1964","8/29/1964","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","","132","562028","75509","66378","1825","0","440450","4826","0","27924","3125","397","12798","562028","506706","504501","299232","504501","49.3311164768053","0","0","0","0","2205","55322","55322","0","300","12200","42822","0","194","0","1065","508653","132770","554009","554009","469607","537489","5185","5185","0","0","10294","4200","0","0","78168","54969","4826","78168","0"
"20484","0","94522","1141441","Benchmark Community Bank","Kenbridge","VA","23944","3/31/2018","5/14/2018","SM","100 South Broad Street","BENCHMARK BANKSHARES, INC.","14","0","1","4","0","Lunenburg","","","9/8/1971","9/8/1971","3/31/2006","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","http://www.BCBonline.com","163","608800","49670","39942","34455","152","487856","4827","0","14634","3185","0","18848","608800","539642","536406","414122","536406","79.9468833577173","0","0","0","0","3236","69158","69158","0","2000","900","66258","0","3207","0","1860","562405","146096","602013","602013","425614","594725","13135","6907","2364","3864","19859","4980","0","797","74801","69385","4827","74801","0"
"15697","14407","810919","3846629","Beneficial Bank","Philadelphia","PA","19107","3/31/2018","5/14/2018","SB","1139 Chestnut Street","BENEFICIAL BANCORP, INC.","62","0","1","4","0","Philadelphia","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","4/20/1853","11/21/1939","4/15/2016","Stock","0","0","FDIC","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","1","http://www.thebeneficial.com","771","5788721","602680","562350","818863","0","3960715","43108","0","68599","204","174122","163538","5788721","4815549","4229720","3655153","4229720","75.9639846031988","0","0","515000","0","70829","973172","972647","0","0","615492","357155","525","45916","21310","18078","5341928","2373150","5793326.5","5793326.5","3983230","5606532","80594","25519","13454","41621","63547","228","515000","222","684831","823821","43231","684831","342755"
"58490","18032","3608751","3842630","Beneficial State Bank","Oakland","CA","94612","3/31/2018","5/14/2018","NM","1438 Webster St., Suite 100","BENEFICIAL STATE BANCORP, INC.","19","0","1","4","0","Alameda","41860","San Francisco-Oakland-Hayward, CA","6/27/2007","6/27/2007","2/1/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","1","www.beneficialstatebank.com","226","957668","140187","133780","57896","6940","701759","16400","0","14111","0","8994","27781","957668","850881","788986","608816","788986","62.989913882313","0","0","52529","0","9366","106787","106787","0","13915","103914","-11042","0","4980","590","2934","900375","168737","948418.5","948418.5","725714","944405","9627","9627","0","0","83908","0","52529","0","104610","97330","9176","104610","0"
"13774","13729","824242","1491708","Benton County State Bank","Blairstown","IA","52209","3/31/2018","5/14/2018","NM","212 Locust Northeast","BLAIRSTOWN BANCORP, INC.","1","0","0","2","0","Benton","16300","Cedar Rapids, IA","1/1/1869","1/29/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","http://www.bentoncountystatebank.com","7","44352","847","17","7364","1650","32734","247","0","232","0","0","1525","44352","38351","32232","25714","32232","83.5768230778754","0","0","5000","0","1119","6001","6001","0","150","1350","4501","0","7","0","539","41765","8072","44550","44550","41788","44589","354","354","0","0","4503","0","5000","0","6243","6114","247","6243","0"
"23621","7290","473501","2333663","Berkshire Bank","Pittsfield","MA","1201","3/31/2018","5/14/2018","NM","24 North Street","BERKSHIRE HILLS BANCORP, INC","117","0","1","4","0","Berkshire","38340","Pittsfield, MA","2/6/1846","1/2/1982","10/13/2017","Stock","0","1","FDIC","DIF","New York","NEW YORK","Springfield Ma","Boston","Northeastern","Northeast","0","0","http://www.berkshirebank.com","1877","11491638","119873","34202","1851453","1491","8420998","53859","38275","109063","1392","551141","397952","11491638","10034996","8752534","7108884","8752534","71.9540998895072","0","21950","1137114","35000","88398","1456642","1456642","70","510","1259729","196333","0","48281","3324","30516","10326470","4607713","11509891.5","11509891.5","8549673","10915091","192372","155910","11531","24931","1398880","51034","1125860","98440","1568186","947991","77562","1568186","2797967"
"20015","0","7009","1246159","Bessemer Trust Company","Woodbridge","NJ","7095","3/31/2018","5/14/2018","NM","100 Woodbridge Center Drive","BESSEMER GROUP, INCORPORATED, THE","1","0","0","7","1","Middlesex","35620","New York-Newark-Jersey City, NY-NJ-PA","1/1/1907","8/14/1969","4/11/2014","Stock","0","1","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","0","http://www.bessemertrust.com","121","898110","325891","325039","314810","0","239024","0","5108","3368","0","0","9909","898110","823556","816553","682429","816553","34.3600052825427","0","0","0","0","7003","74554","74554","0","500","552","73502","0","0","0","2141","883981","0","844039.5","844039.5","328780","873882","0","0","0","0","0","2775","0","0","0","74065","1122","0","6000"
