cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,webaddr,numemp,asset,chbal,chbali,sc,frepo,lnlsnet,lnatres,trade,bkprem,ore,intan,idoa,liabeq,liab,dep,depi,depdom,iddepinr,frepp,tradel,idobrmtg,subnd,idoliab,eqtot,eq,eqpp,eqcs,eqsur,equptot,eqconsub,nclnls,NCGTYPAR,oaienc,ernast,asstlt,asset5,asset2,RWAJT,AVASSETJ,OALIFINS,OALIFGEN,OALIFSEP,Oalifhyb,voliab,lnexamt,othbfhlb,lnlssale,ucln,RBCT1J,RBCT2,uc,obsdir
"4829","0","746223","2706726","1880 Bank","Cambridge","MD","21613","3/31/2018","5/14/2018","SM","304 High Street","DELMARVA BANCSHARES, INC.","6","0","0","4","0","Dorchester","","","1/1/1880","1/1/1934","7/16/2015","Stock","0","1","FED","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","1","www.1880bank.com","49","349891","41450","38770","31819","298","246106","1894","0","5087","160","2379","22592","349891","300660","295087","214013","295087","77.0657370045501","0","0","0","0","5573","49231","49231","0","13242","33764","2225","0","5852","0","583","316993","95071","352240.5","352240.5","241371","342548","13966","4163","0","9803","17415","5275","0","0","33703","43676","2152","33703","0"
"57899","0","3317192","4526496","1st Advantage Bank","Saint Peters","MO","63376","3/31/2018","5/14/2018","NM","240 Salt Lick Road","BANC INVESTORS, LLC","1","0","0","4","0","Saint Charles","41180","St. Louis, MO-IL","1/31/2005","1/31/2005","9/10/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","www.1stadvantagebank.com","19","102242","6106","5390","2778","0","87093","749","0","1985","3434","0","846","102242","91901","84629","69042","84629","82.3769040028339","0","0","7150","0","122","10341","10341","0","534","16797","-6990","0","536","0","200","95261","7710","101895","101895","87688","101907","0","0","0","0","9597","2330","7150","0","9292","10370","749","9292","0"
"22039","0","564856","1128415","1st Bank","Broadus","MT","59317","3/31/2018","5/14/2018","SM","201 North Wilbur Ave","1ST UNITED BANCORPORATION, INC.","1","0","0","2","1","Powder River","","","6/9/1975","6/9/1975","2/23/2018","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","0","1","www.our1stbank.com","9","51080","27121","24427","0","0","22468","768","0","892","0","0","599","51080","44499","44401","32602","44401","89.3914492198933","0","0","0","0","98","6581","6581","0","657","4443","1481","0","75","0","343","46895","92","51053","51053","25045","51417","0","0","0","0","551","0","0","0","3792","6581","319","3792","0"
"16419","17301","419255","1055780","1st Bank & Trust","Broken Bow","OK","74728","3/31/2018","5/14/2018","SM","710 South Park Drive","SOUTHEASTERN BANCSHARES, INC.","4","0","0","8","1","Mccurtain","","","5/6/1946","5/6/1946","3/31/2006","Stock","0","1","FED","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","http://www/1stbankandtrust.com","40","152209","9945","2296","41424","6095","88408","1124","0","5093","0","0","1244","152209","137469","137166","88119","137166","78.4631419367065","0","0","0","0","303","14740","14740","0","500","752","13488","0","97","0","793","138223","42108","149930.5","149930.5","80997","149810","0","0","0","0","2816","457","0","0","1947","15095","1013","1947","0"
"4122","0","350657","0","1st Bank in Hominy","Hominy","OK","74035","3/31/2018","5/14/2018","SM","117 North Price","","1","0","0","8","1","Osage","46140","Tulsa, OK","4/12/1906","1/1/1934","12/22/2016","Stock","0","0","FED","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","http://www.1stbankhominy.com","14","40927","11676","10857","9203","0","19061","199","0","389","71","0","527","40927","37519","36889","29401","36889","89.917901753055","589","0","0","0","41","3408","3408","0","300","300","2808","0","315","0","165","39121","8192","40624","40624","18104","40620","0","0","0","0","2621","109","0","0","1426","3491","199","1426","0"
"30367","5236","148470","0","1st Bank of Sea Isle City","Sea Isle City","NJ","8243","3/31/2018","5/14/2018","SB","4301 Landis Avenue","","3","0","0","5","0","Cape May","36140","Ocean City, NJ","1/1/1882","11/30/1948","9/19/2014","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","0","1","www.1stbankseaisle.com","41","253146","49048","46074","22413","3000","163310","964","0","5167","619","0","9589","253145","228061","222454","185650","222454","70.7911534657916","0","0","0","0","5607","25084","25084","0","100","0","24984","0","3532","0","544","234797","123830","250153.5","250153.5","135658","252065","6037","4667","0","1370","12465","7011","0","0","23585","25084","964","23585","0"
"57298","0","3048487","3559844","1st Bank Yuma","Yuma","AZ","85364","3/31/2018","5/14/2018","NM","2799 South 4th Avenue","WESTERN ARIZONA BANCORP, INC.","5","0","0","4","0","Yuma","49740","Yuma, AZ","9/4/2001","9/4/2001","3/2/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Phoenix","San Francisco","Western","Western","0","1","http://www.1stbankyuma.com","65","318111","46989","36917","18479","4430","229736","2179","0","5071","66","3094","10246","318111","285131","283073","157021","283073","77.2451578490005","0","0","0","0","2058","32980","32980","0","5165","13820","13995","0","2456","0","897","289562","133843","315356","315356","260214","319215","7308","4313","0","2995","7620","5444","0","0","52653","30718","2193","52653","0"
"32487","8322","941653","1064791","1st Cameron State Bank","Cameron","MO","64429","3/31/2018","5/14/2018","NM","124 South Walnut","C & M BANCSHARES, INC.","2","0","0","8","0","Clinton","28140","Kansas City, MO-KS","8/11/1986","8/11/1986","6/29/2009","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","www.1stcameron.com","15","63149","19880","18726","15992","0","26272","246","0","670","0","0","335","63149","58057","48770","39072","48770","81.4506539833531","8931","0","0","0","356","5092","5092","0","500","1338","3254","0","215","0","192","60990","10287","60483","60483","23802","59276","0","0","0","0","11217","63","0","0","3209","5092","246","3209","0"
"58485","0","3594797","0","1st Capital Bank","Salinas","CA","93901","3/31/2018","5/14/2018","NM","150 Main St, # 150, Salinas,","","6","0","0","4","0","Monterey","41500","Salinas, CA","4/16/2007","4/16/2007","5/1/2017","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","1","www.1stcapital.bank","83","596795","59688","47668","71299","0","447088","6410","0","2315","0","90","16315","596795","543904","542065","305707","542065","50.8451657771965","0","0","0","0","1839","52891","52891","0","48088","2222","2581","0","252","0","1525","566055","176691","588513.5","588513.5","415231","585248","7706","0","0","7706","4373","10457","0","1000","77386","53515","5207","77386","0"
"35456","0","2920773","3118513","1st Colonial Community Bank","Collingswood","NJ","8108","3/31/2018","5/14/2018","NM","1040 Haddon Avenue","1ST COLONIAL BANCORP, INC.","3","0","0","4","0","Camden","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","6/29/2000","6/29/2000","11/1/2012","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","0","1","http://www.1stcolonial.com","59","526514","16298","15728","113376","30","382353","5106","0","963","0","0","13494","526514","487600","475423","413785","475423","51.9240110778626","10437","0","0","0","1740","38914","38914","0","1025","16200","21689","0","2390","0","1596","511487","187981","533246.5","533246.5","346302","534557","8493","7221","0","1272","59628","950","0","4356","61537","39329","4339","61537","0"
"11706","12404","338945","1204083","1st Community Bank","Sherrard","IL","61281","3/31/2018","5/14/2018","NM","407 Third Street","ILLINOIS HOLDING CO.","2","0","0","2","1","Mercer","19340","Davenport-Moline-Rock Island, IA-IL","1/1/1910","1/1/1934","10/15/2015","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","http://www.1stcommunitybanks.com","17","66646","9428","5296","10418","0","45507","454","0","712","0","0","581","66646","60595","60426","52041","60426","78.9944448118511","0","0","0","0","169","6051","6051","0","200","1320","4531","0","30","0","464","61221","10830","65444.5","65444.5","48710","64537","0","0","0","0","7514","2715","0","0","5597","6404","454","5597","0"
"27552","10064","1412619","2784920","1st Constitution Bank","Cranbury","NJ","8512","3/31/2018","5/14/2018","NM","2650 Route 130","1ST CONSTITUTION BANCORP","18","0","0","4","0","Middlesex","35620","New York-Newark-Jersey City, NY-NJ-PA","7/24/1989","7/24/1989","4/10/2018","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","www.1stconstitution.com","178","1059853","15995","9429","215251","0","770284","8297","0","10591","0","13170","34562","1059853","931499","891428","698316","891428","82.2132305140218","0","0","29825","0","10246","128354","128354","0","6061","75142","47151","0","7733","0","3201","994964","191411","1069563.5","1069563.5","961269","1046938","24272","14384","0","9888","52456","2415","24825","1919","487211","117379","8297","487211","1942"
"34393","0","2531562","2531553","1st Equity Bank","Skokie","IL","60076","3/31/2018","5/14/2018","NM","3956 West Dempster Street","FIRST EQUITY CORP.","1","0","0","4","1","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","6/9/1997","6/9/1997","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","","12","98960","13534","10272","269","0","83722","1042","0","641","0","0","794","98961","84276","76545","68694","76545","90.5303574460305","0","0","7573","0","158","14685","14685","0","2500","7750","4435","0","5527","0","185","94263","2486","101878","101878","79754","101996","364","364","0","0","11835","0","7573","0","3092","14685","1001","3092","0"
"57611","0","3203996","3203987","1st Equity Bank Northwest","Buffalo Grove","IL","60089","3/31/2018","5/14/2018","NM","1330 Dundee Road","NORTHWEST EQUITY CORP.","1","0","0","4","1","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","10/15/2003","10/15/2003","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","","4","43759","9197","7170","0","0","33932","394","0","158","0","0","472","43759","34799","34688","34360","34688","94.9168659770049","0","0","0","0","111","8960","8960","0","1","7951","1008","0","2730","0","90","41102","0","43115.5","43115.5","31866","42932","278","278","0","0","3614","0","0","0","809","8960","394","809","0"
"1673","0","526452","0","1st Financial Bank USA","Dakota Dunes","SD","57049","3/31/2018","5/14/2018","NM","331 N. Dakota Dunes Blvd.","","2","0","0","3","0","Union","43580","Sioux City, IA-NE-SD","1/1/1910","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","0","0","http://www.1fbusa.com","353","664405","73914","64595","28963","0","481918","27681","0","50899","71","0","28640","664405","512214","473387","464131","473387","97.4132891557366","0","0","25543","0","13284","152191","152191","0","88","89912","62191","0","14585","0","6186","575476","1660","678624","678624","583480","679523","0","0","0","0","23957","125","0","0","2520730","152191","7545","2520730","0"
"6646","8805","480723","0","1st National Bank","Lebanon","OH","45036","3/31/2018","5/14/2018","N","730 East Main Street","","10","0","0","4","1","Warren","17140","Cincinnati, OH-KY-IN","1/1/1907","1/1/1934","11/1/2012","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Cincinnati","Cleveland","Central","Central","0","1","WWW.BANKWITH1ST.COM","69","161833","7271","4075","22424","1052","117043","1101","0","3898","405","3205","6535","161833","145916","141838","111198","141838","82.9884394283744","0","0","2000","0","2078","15917","15917","0","850","831","14236","0","1035","188","1306","144594","71646","165854.5","165854.5","111540","161812","2229","1123","0","1106","11030","2067","2000","7142","28713","14625","1269","28713","25277"
"57633","0","1018927","4347208","1st Security Bank of Washington","Mountlake Terrac","WA","98043","3/31/2018","5/14/2018","SB","6920 220th St Sw, Suite 300","FS BANCORP, INC.","12","0","0","4","0","Snohomish","42660","Seattle-Tacoma-Bellevue, WA","4/1/2004","4/1/2004","1/23/2016","Non-Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","0","1","WWW.FSBWA.com","329","1043205","43240","39720","91371","0","856953","11141","0","15322","0","11068","25251","1043205","913903","867778","667476","867778","75.3154608667194","34500","0","5029","0","6596","129302","129302","0","0","55509","73793","0","720","271","3692","988044","466556","1012351","1012351","852000","1013038","13410","13410","0","0","77930","887","5029","51315","258932","127466","10659","258932","113877"
"9087","10250","991340","1199602","1st Source Bank","South Bend","IN","46601","3/31/2018","5/14/2018","SM","100 North Michigan Street","1ST SOURCE CORPORATION","82","0","1","4","0","St Joseph","43780","South Bend-Mishawaka, IN-MI","1/1/1922","1/1/1934","6/7/2008","Stock","0","1","FED","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","www.1stsource.com","1148","6051014","56537","27133","942076","0","4601392","98331","5360","55322","1184","87780","301363","6051014","5342475","4781828","3750923","4781828","60.7194933667313","248424","5457","254091","0","52675","708539","708539","0","2818","273489","432232","0","27632","2614","18939","5570601","846000","5968786.5","5968786.5","5380890","5881071","66371","47456","0","18915","777255","14720","251938","8626","1031638","640337","67681","1031638","813219"
"57626","0","3223305","3223293","1st State Bank","Saginaw","MI","48604","3/31/2018","5/14/2018","NM","4800 Fashion Sq Blvd, # 100","1ST STATE FINANCIAL, LTD.","4","0","0","4","0","Saginaw","40980","Saginaw, MI","4/12/2004","4/12/2004","8/19/2013","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","0","1","www.1ststatebk.com","55","254959","47041","42573","6954","0","185338","3017","0","12243","358","856","2169","254959","231547","212323","127218","212323","65.3988151859631","0","0","18500","0","724","23412","23412","0","6040","14427","2945","0","3275","705","437","234865","8042","257885.5","257885.5","221619","254298","0","0","0","0","4419","9480","18500","947","107651","23455","2773","107651","5949"
"22543","14261","170640","3070152","1st State Bank of Mason City","Mason City","IL","62664","3/31/2018","5/14/2018","NM","123 West Elm Street","FIRSTATE BANCORP, INC.","1","0","0","7","1","Mason","","","11/1/1977","11/1/1977","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","www.1ststatebankmc.com","5","27941","2597","1990","10488","4880","9645","124","0","106","17","0","208","27941","24488","24458","19307","24458","95.8474680181469","0","0","0","0","30","3453","3453","0","309","391","2753","0","199","0","109","27003","11411","27372.5","27372.5","11831","27540","0","0","0","0","265","23","0","0","1105","3728","124","1105","0"
"8426","10595","526519","1830240","1st Summit Bank","Johnstown","PA","15904","3/31/2018","5/14/2018","NM","125 Donald Lane","1ST SUMMIT BANCORP OF JOHNSTOWN, INC.","16","0","0","5","0","Cambria","27780","Johnstown, PA","1/1/1924","1/1/1934","1/5/2016","Stock","0","1","FDIC","DIF","New York","NEW YORK","Wexford","Philadelphia","Northeastern","Northeast","0","1","http://www.1stsummit.com","179","1030431","6839","31","485976","0","501955","5816","0","8954","355","339","26013","1030431","939862","910327","841079","910327","74.5872085112733","0","0","22350","2000","5185","90569","90569","0","771","9363","80435","0","2423","0","3503","987962","733899","1028859.5","1028859.5","558035","1032739","13042","8857","18","4167","67486","24943","22350","0","90843","96475","7816","90843","0"
"57869","0","3309393","0","1st Trust Bank, Inc.","Hazard","KY","41701","3/31/2018","5/14/2018","NM","24 Commerce Drive","","5","0","0","4","0","Perry","","","12/13/2004","12/13/2004","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","0","1","https://www.1tbi.com","52","245855","25602","17498","10582","495","198312","1774","0","8778","474","0","1612","245855","225268","214669","181465","214669","69.7127183484914","0","0","10153","0","446","20587","20587","0","9222","6000","5365","0","4798","0","592","226887","71390","243431.5","243431.5","189927","240970","0","0","0","0","62982","11675","10153","300","13899","20659","1774","13899","0"
"31249","6607","350572","4498726","1st United Bank","Faribault","MN","55021","3/31/2018","5/14/2018","NM","430 4th St Nw","J & B FINANCIAL HOLDINGS, INC.","2","0","0","4","1","Rice","","","1/1/1920","12/18/1961","2/13/2012","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.1stunited.com","27","146789","6340","5285","60979","0","70513","405","0","2694","0","5159","1104","146789","128953","128664","106425","128664","91.347924387572","0","0","0","0","289","17836","17836","0","77","17303","456","0","503","0","510","136777","36133","147970","147970","83855","142712","0","0","0","0","1057","720","0","0","17424","14584","405","17424","912"
"9751","0","340256","3304343","21st Century Bank","Loretto","MN","55357","3/31/2018","5/14/2018","NM","699 North Medina Street","DOLPHIN FAMILY LIMITED PARTNERSHIP","7","0","0","4","0","Hennepin","33460","Minneapolis-St. Paul-Bloomington, MN-WI","6/2/1917","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","http://www.21stcenturybank.com","58","443151","17823","16267","58683","0","339695","1859","0","8505","13315","0","5130","443151","389808","388411","309891","388411","77.1084182426976","0","0","0","0","1397","53343","53343","0","341","35659","17343","0","1646","1089","1177","414645","74575","439723","439723","312247","439493","1019","1019","0","0","2460","1354","0","0","22539","54408","1859","22539","0"
"91005","0","455253","4754758","5Star Bank","Colorado Springs","CO","80914","3/31/2018","5/14/2018","NM","Peterson Air Force Base, 455","LITTLE LONDON BANCORP","5","0","0","4","0","El Paso","17820","Colorado Springs, CO","6/10/1980","11/5/1985","8/23/2013","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","http://www.5star.bank","36","199018","4998","213","17893","17500","153816","1786","0","2210","0","1125","1476","199018","163387","162404","130531","162404","82.9284658950997","0","0","0","0","983","35631","35631","0","385","30965","4281","0","18","0","475","189422","29508","196067.5","196067.5","164009","194370","0","0","0","0","5952","3093","0","0","30050","34853","1786","30050","0"
"27831","358","671370","0","A J Smith Federal Savings Bank","Midlothian","IL","60445","3/31/2018","5/14/2018","SA","14757 S Cicero Ave","","3","0","0","5","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/1/1924","12/3/1934","7/21/2011","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.ajsmithbank.com","37","193870","36964","33100","43749","0","100937","773","0","3006","267","2","8945","193870","164755","162316","133359","162316","91.6313174533791","0","0","971","0","1468","29115","29115","0","6","15561","13548","0","1310","0","198","177786","110310","193264","193264","75891","191471","6294","6294","0","0","4598","1002","0","0","5651","28248","773","5651","0"
"35029","0","2775151","2775142","AB&T","Albany","GA","31708","3/31/2018","5/14/2018","NM","2815 Meredyth Drive","COMMUNITY CAPITAL BANCSHARES, INC.","4","0","0","4","0","Dougherty","10500","Albany, GA","4/28/1999","4/28/1999","12/31/2016","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","www.abtgold.com","37","177454","31823","24330","2292","0","136312","1941","0","2621","0","0","4406","177454","160497","152109","110304","152109","72.3468314488562","0","0","8176","0","212","16957","16957","0","3750","23680","-10473","0","62","0","408","162934","26268","178673","178673","131699","176302","0","0","0","0","15339","15941","0","0","37621","13877","1649","37621","0"
"32257","8059","762773","0","Abacus Federal Savings Bank","New York","NY","10013","3/31/2018","5/14/2018","SA","6 Bowery","","6","0","1","4","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","11/29/1984","11/29/1984","2/23/2012","Stock","0","0","OCC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","www.abacusbank.com","93","330635","41413","38962","9173","0","267972","2740","0","4386","0","2620","5071","330635","287065","285718","205600","285718","91.5059684574371","0","0","0","0","1347","43570","43570","0","2000","0","41570","0","752","0","1010","316107","105847","316964","316964","180046","304281","0","0","0","0","11231","0","0","661","5910","37737","2328","5910","0"
"30332","5179","114774","0","Abbeville Building & Loan (A State-Chartered Savings Bank)","Abbeville","LA","70510","3/31/2018","5/14/2018","SB","1212 Charity Street","","1","0","0","4","0","Vermilion","29180","Lafayette, LA","1/1/1890","8/9/1948","3/31/2006","Non-Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","www.abbemae.com","21","61669","11774","11530","2860","0","39977","567","0","1583","8","4595","872","61669","45900","44692","42512","44692","89.9320001789469","0","0","0","0","1208","15769","15769","0","0","0","15769","0","1025","0","212","54367","23643","63517.5","63517.5","37879","62456","0","0","0","0","1785","25","0","1552","14825","14128","495","14825","4530"
"30619","5642","416272","0","Abbeville First Bank, SSB","Abbeville","SC","29620","3/31/2018","5/14/2018","SB","205 South Main St","","2","0","0","8","0","Abbeville","","","1/1/1907","5/11/1953","10/17/2013","Non-Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","http://www.abbevillefirst.com","19","76864","3545","2885","22420","0","45994","700","0","463","404","0","4038","76864","67639","56976","55207","56976","96.7706267441248","0","0","10375","0","288","9225","9225","0","0","0","9225","0","157","0","363","71299","42225","77276.5","77276.5","39448","75705","2234","2234","0","0","5084","1026","10375","0","2802","8634","496","2802","0"
"19795","16035","198149","3612794","AbbyBank","Abbotsford","WI","54405","3/31/2018","5/14/2018","NM","401 East Spruce Street","ABBY BANCORP, INC.","6","0","0","2","0","Marathon","48140","Wausau, WI","3/1/1968","3/1/1968","1/1/2018","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Chicago","Central","Central","0","1","www.abbybank.com","105","472445","13747","7285","66554","8","368163","4241","0","12200","125","2628","9020","472445","431070","401374","345189","401374","86.4066582070613","5500","0","23000","0","1196","41375","41375","0","3000","10027","28348","0","3502","319","1280","442010","127335","468453","468453","397170","466385","6245","6245","0","0","50006","861","23000","493","51402","42156","4256","51402","2257"
"11694","11442","4839","1143641","ABC Bank","Chicago","IL","60707","3/31/2018","5/14/2018","NM","6400 W. North Avenue","GREATER CHICAGO FINANCIAL CORP.","4","0","0","4","1","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","6/10/1891","1/1/1934","6/3/2017","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","WWW.ABCBANK.NET","64","334325","13175","11711","73253","2500","233684","4315","0","6885","1027","0","3801","334325","294396","251092","192050","251092","75.059755700073","7123","0","34754","0","1427","39929","39929","0","1875","14840","23214","0","5012","0","1320","321148","60109","338715","338715","265956","339238","0","0","0","0","36192","27418","34443","0","37552","42037","3337","37552","8290"
"26549","0","117672","0","Abington Bank","Abington","MA","2351","3/31/2018","5/14/2018","SM","6 Harrison Avenue","","3","0","0","4","0","Plymouth","14460","Boston-Cambridge-Newton, MA-NH","1/1/1888","2/12/1986","10/1/2017","Non-Stock","0","0","FED","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","1","www.theabingtonbank.com","53","307991","7726","6236","36447","3964","238018","1400","0","5617","0","2552","13667","307991","275659","264527","226377","264527","86.4331942176254","0","0","9900","0","1232","32332","32332","0","0","0","32332","0","2189","0","1543","284665","143633","309268","309268","208118","305416","7914","7914","0","0","18812","2930","9900","0","31897","30559","1545","31897","0"
"19600","0","535753","2107707","Academy Bank, National Association","Kansas City","MO","64154","3/31/2018","5/14/2018","N","8551 N Boardwalk Avenue","DICKINSON FINANCIAL CORPORATION II","78","0","1","4","0","Platte","28140","Kansas City, MO-KS","6/15/1966","6/15/1966","5/1/2017","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","0","www.academybank.com","554","1306266","167659","130396","167165","0","929612","12792","0","11562","256","3435","26577","1306266","1098142","985343","746020","985343","82.6834264620876","2967","0","97591","0","12241","208124","208124","0","12400","186099","9625","0","9355","215","3505","1227173","422210","1290050","1290050","1027060","1272281","0","0","0","0","64478","13447","97591","1516","212023","207539","12842","212023","7070"
"4061","13760","266253","1055708","ACB Bank","Cherokee","OK","73728","3/31/2018","5/14/2018","NM","323 S Grand Street","ALFALFA COUNTY BANCSHARES, INC.","3","0","0","2","1","Alfalfa","","","1/29/1908","1/1/1934","5/13/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","www.acbbank.net","23","123181","2227","252","18295","0","95934","1115","0","1414","45","0","5266","123181","113102","100678","82063","100678","81.5924487936294","0","0","11763","0","661","10079","10079","0","300","2667","7112","0","1495","0","1902","114481","28423","121927.5","121927.5","106245","122929","2029","2029","0","0","4193","0","11763","0","9675","10568","1115","9675","0"
"58727","0","3614837","3637939","Access Bank","Omaha","NE","68114","3/31/2018","5/14/2018","NM","8712 West Dodge Road","3MV BANCORP, INC.","7","0","0","4","0","Douglas","36540","Omaha-Council Bluffs, NE-IA","12/10/2007","12/10/2007","5/6/2017","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","0","1","WWW.ACCESSBANK.COM","108","510354","31148","24338","40291","0","407629","4963","0","9511","0","12221","9554","510354","445616","410204","262341","410204","59.6225835697365","0","0","32673","0","2739","64738","64738","0","789","55356","8593","0","433","0","1309","472258","95487","518201","518201","470811","492377","4845","4845","0","0","63168","20815","32673","1548","104306","53579","4964","104306","8540"
"35189","0","2859903","3109904","Access National Bank","Reston","VA","20191","3/31/2018","5/14/2018","N","1800 Robert Fulton Drive, #","ACCESS NATIONAL CORPORATION","15","0","0","4","0","Fairfax","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","12/1/1999","12/1/1999","4/1/2017","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","www.accessnationalbank.com","380","2824135","146327","129243","415917","0","1938991","15928","0","28110","1904","180217","112669","2824135","2417698","2212697","1501274","2212697","61.0979053086723","53456","0","129957","0","21588","406437","406437","0","5850","303213","97374","0","5131","1471","7784","2484151","1028867","2840076.5","2840076.5","2032917","2666368","51953","39364","6995","5594","293815","22320","129957","30008","550062","232118","17680","550062","116907"
"58562","0","3535848","4556381","AccessBank Texas","Denton","TX","76201","3/31/2018","5/14/2018","NM","320 W Eagle Drive, # 100","ACCESS BANCORP, INC.","4","0","0","4","0","Denton","19100","Dallas-Fort Worth-Arlington, TX","10/22/2007","10/22/2007","5/16/2016","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","http://WWW.ACCESSBANKTX.COM","59","348814","5599","2530","67330","0","255825","2925","0","5111","3354","565","11030","348814","315500","305744","234370","305744","70.3121321509849","2149","0","7000","0","607","33314","33314","0","3311","32848","-2845","0","2501","1669","807","325685","87254","350075","350075","266307","351485","5865","5865","0","0","39571","597","7000","189","47315","34306","2925","47315","0"
"7506","12499","5210","1117464","ACNB Bank","Gettysburg","PA","17325","3/31/2018","5/14/2018","NM","16 Lincoln Square","ACNB CORPORATION","30","0","1","4","0","Adams","23900","Gettysburg, PA","4/11/1857","1/1/1934","7/1/2017","Stock","0","1","FDIC","DIF","New York","NEW YORK","Harrisburg","Philadelphia","Northeastern","Northeast","0","1","http://www.acnb.com","322","1598890","60197","43730","198017","0","1224811","13417","0","25599","630","15360","74276","1598890","1453260","1324374","1255929","1324374","90.6235878726979","33435","0","85716","0","9735","145630","145630","0","4798","43353","97479","0","6450","0","4258","1466558","533259","1591358.5","1591358.5","1119338","1564088","45692","39643","0","6049","117292","5592","85716","474","260167","142102","13498","260167","0"
